timestamp,​0x9408eacFb5ec81FE77CE7805BAEbfc1d4AF8de5E,​0x246eDE5D569546BC8987c41449418e9e0AF14516,​0x6794471ebC084A4ca462C506AfEaBb93d9657c25,​0xF6D23f8d8e29f341690c58Ead71cfd37c0c3B29C,​0xc59d941D3493fe196F048fCA96C2503d4c365391,​0x7059010320d07a47d2Ad54db88bB89Ea644C3e6F,​0xF4aDb9BA51Fde3EaeE89Ce9A60E99992611849fD,​0xc640caba272414689b21EbCd60d97b912359504D,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0x0c7800054E62d473B3bF7ed185BE55Ebd87b3d24,​0x8a32E9Aed6109d59Ec2F9349dA379DB25D446A8B,​0x59253e18bb71d67729efe7569A2a84C4A56d9b51,​0xbf3E001496dE9A96957f8458Bf771163806D3eF4,​0xe9Cf7887b93150D4F2Da7dFc6D502B216438F244,​0xD6acaE40796EC0435f743A03cC292E15c10F36c1,​0x77a76Fa260C9a642DBac1c1C155612f496F7dB93,​0xDA64bfa6D191E777a709feb71fE96B58affcE6Ab,​0x99063e689f5556a71419c70A93c29391310650a1,​0xB3d8aB962cbA81b923d9F4dCb56864e1D0E20a4E,​0x9838A4Fe9eC53fEbA5585711658bAa6d177A494d,​0x8a3960472B3D63894B68DF3f10F58F11828d6fd9,​0x248EE163064CEC75103EFB80EA0014fBCd96693f,​0x986111a0c4f87C50042376d5D92aF15BdBBe2322,​0x0FD2Cf82D6D0131233b4793BdEeAc02e76A16207,​0xB0e38519739B34b84D4a970e811617DAa1D48b64,​0x000000000000006F6502B7F2bbaC8C30A3f67E9a,​0xaA039009f611390fA2244c5d5834F0846D329184,​0x15705495c630EC4E143Fd3e20C5A67CA80C68d50,​0xAb87cAB23025DBB4F3a2eE5fF8f610DBa07b8e5D,​0xf417D6846c654EcDC5D6C2e65811F984B4dEF9a3,​0x6319F3563897f889B0A6ca45c9BE588696215A16,​0x9DF712718352d875aB2c294611bE974251604061,​0x216f2541F4B612218A2fE17c75a89FACE8F86835,​0x7478Bf358f55Bf9709754105180f079035BC8180,​0xb7d0596e636dBEc773075372868b14d5a224C0Fd,​0xe1723E41058cb01859E9826022a390DC68a9AB71,​0x17cBEc31b153242e5C6F42Aa80d3807Bd44e6db7,​0x45E202dAE56caA92b08669166524AbE30344Cc39,​0x4e395304655F0796bc3bc63709DB72173b9DdF98,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0x3D71d79C224998E608d03C5Ec9B405E7a38505F0,​0x8477EBA3b4fee29B5f648463D104E4aCC81AA94d,​0x3f766aD2A11002cD6E79b3980D0F06b3DF78FcFb,​0xd5d21B9232AB1e6c7622BF2375f0365Bc3A6b10d,​0x133D93566f9699B3Af46fE150daA8a67a9563ED6,​0x2870fa7c3C615f324151a88B10f0e1455Ee292D8,​0x51940F5F8eB0bf150eDD0Bc00067d8DAbDB16BD6,​0x4B17685b330307C751B47f33890c8398dF4Fe407,​0xDBfCa6b7fF1a2c5F7ddEbDb06572F5E402B2CC80,​0x8c0267231607Db389466551f74504159495725Ae,​0x70017aE7B260658d4c9b8Cc1f9f07Fd9722FeB2B,​0x21d84C39BA00dFa4470d5E8F6F80fB72A4D1Ba40,​0xb146907392eD12031F7715B0376833E3f7C5b98c,​0x397d34604F2b2227F4fb0bFEC2e48D4E85C5aA67,​0x749572A17718B4E8D6d25A5A8F169378E63b2E59,​0x762ed657B76372F8C08C6f7E0Aa4170658C4CA35,​0xcA342B3fcc931bb45c3A42a6d0C4523c653AB778,​0x006004fFA18E3cf78fA3b50393ec44C1ab89cF6c,​0x860bd2dba9Cd475A61E6d1b45e16c365F6D78F66,​0x31fA3643F5CEF78C1790d494d7E3F2a59E2ad0c4,​0xBDd74e67f0f5729b3eAD8e9C231e739A281fa153,​0x0000000000C90bc353314b6911180ED7E06019A9,​0x7659AFa68F66E30Ef51be018d0121c4ac9146a40,​0x549C0421c69Be943A2A60e76B19b4A801682cBD3,​0xbC46b909C89433305385C6a2B020Af6Da35aC25E,​0x8d21e858A12e370E2cAC50934E56b1C52dcD64B4,​0x747797665F5016895682EF40513A5EDD51261B89,​0x5A833ed519DA7daB1e4b5e1FB0D834505f51cAE0,​0x581B59995dD05399A2bAFbaDd809e200974cfDae,​0x52a03D5d2BB8a30585dFc59904C799B27a03A56e,​0x0EeE7bcE7D0A676794fb8186AF5DBe7b6713806a,​0x6F2d1f8f4F4967dd1592A863cA05e2cE3050fEB2,​0xF6FB09a41fa6C18cEbC1e7C6F75A8664D69e4d48,​0x26E068650ae54b6c1b149e1B926634b07e137b9F,​0xe415638FC30b277EC7F466E746ABf2d406f821FF,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0x7A04c8F16ee233d3EcB20fAaB7FFBdeFb4B606dd,​0x5711A284d30B06576D207970a8e5dF908F8A9e21,​0xdF2b69e5bcd3963E10e5b7a6361bA4fb5aEE8B89,​0x3E92b523b187993c4Db095c53049dB10F3d44963,​0xAd9D69aecE826E8Eb35Fe8885eDbE0533f60d470,​0x2Bf5A5bA29E60682fC56B2Fcf9cE07Bef4F6196f,​0x54bc3fE4E8C377246aCd5b4c25705c1b4324e859,​0x78A55B9b3BBEffB36A43D9905F654d2769dC55e8,​0x8dDDde2F6094ce6b365eb186AAaFE22af3b137F5,​0x70B8753DFC2095d6Df00806cD820c5c73CcB44f7,​0xb34938746D316e995aA81f9B3f94419A0a41e143,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0xd02425107bF28a583c17589398274E9f5E02E552,​0x2Ce0543A9D78BdEee25ad64429EC23117910c21D,​0x89D3Afde089399534aFDB7aD2D05138315Ef45FF,​0x3f8088E0E5bB4b5C7F5b6A6bef478bEC13128042,​0x6459B8F7454670B9aba9E009cf468b7d99103e17,​0xaD1C8554777567cBBe6e096F9dbdb3eDb8E51d22,​0x4548924D19Db97b955498621577314A2f0aa900b,​0x1E1F6844dd5047f12D4759A39C518C2B7316CDae,​0xa614869e9b3deEC7c04383062479d9403FE6bA17,​0x50af627e6b8Fc889B0Ffd8812198E87c78330557,​0xCE0c61aBF9866FEf5767e102Cf227F294b3459E5,​0x80658039F72E9Bc2CAFC9F30D378e1D5B42D2073,​0x01e176828454368f60898F04025DCe3BcFe76AB5,​0x7DD3e1c555f15bDA63c77C19D721382000c67106,​0xeDD4029250dFfa95700Aa79685e4a6704123baF2,​0x65815B4a2D028eA492e9e4915C05135224B93F3c,​0x97deC872013f6B5fB443861090ad931542878126,​0xCE5937bfbf9dd980FC81065a2d3e1bD45831F037,​0x0DC411b17d337Af85D83eA5A3577D09132Aae866,​0x73D3c2eb7f567053F976c97b2db9f24aD0490dA7,​0x8018280076d7fA2cAa1147e441352E8a89e1DDbe,​0x0aF6a3c73d0a132333562a3906ae6335783a2b3a,​0x1D0C9989A3246eFe062B3759A341ce5f8c714235,​0x7c00a22C0834980D1a60453365b6e0FdA1e160Ff,​0x5aB9d116a53EF41063E3EaE26A7eBe736720E9bA,​0x05BB2C35cB56E149c310c5c1447d382eEda3A80d,​0x54ea8DF55da723B44dEef69e10ac2Cdff20e260c,​0xAf7313763dC65CBaEA68239b908055Ee0ac8B604,​0x978aAD63FE35F7A72573c411C3dfF53608AaeaC9,​0xA2345C7DB212Ab9c478B1C206fB9b14C0E7c11C7,​0x09cabEC1eAd1c0Ba254B09efb3EE13841712bE14,​0x52EebD82826a7B530839424cEAb6CA3643eB0Ef1,​0xBd8756f58eD396567cA204132d1FED15470173b3,​0x3e71daBC6E05755Dc3d45175dEACABf6eA6b59c9,​0xF173214C720f58E03e194085B1DB28B50aCDeeaD,​0x709C59829A5EA6783bbfA56C5C267fd71A0F214e,​0xaD457072924e5a1A1c9807942211BA5D928CeC8A,​0xAE320fFE3236062aC23450AA9840FB4cE168a715,​0x9021C84f3900B610ab8625d26d739e3B7bFf86aB,​0x693c188E40F760ecF00d2946ef45260b84FBc43e,​0x90D1E63Fd61BeDEE4447Ca9398d0d15cdBd4dd42,​0x07F5aFfD735539026895D8E1BAcFb74d0D353240,​0x5A6fc2De011d93842411aa5f91a0a4AcD3fEfFde,​0x11111254369792b2Ca5d084aB5eEA397cA8fa48B,​0x72B0bC97E2B7dFa0F9d376dA9fb392D871011313,​0xFEB9e26AdafBDCF41f8107FF73c3b2f0959d086f,Other
1584566455000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18
1584632903000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.80,,,
1584699859000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07
1584766483000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45
1584833664000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584902413000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,
1585036977000,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,0.00
1585173391000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.94,,,,,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,,0.01
1585239172000,,,,,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,
1585306138000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,2.45,,,,,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,6.01
1585372283000,,,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585438491000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1585504149000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,0.00
1585571105000,,,,,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,0.30
1585704243000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,,,,,,,,,,,,,,,,,4.37,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,2.00,,,6.07
1585770840000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15
1585836257000,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585969610000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13
1586036191000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,3.72,,,,,,,,,,,,,,,0.24,,,2.95
1586102872000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,3.33,,,,,,,,,,,,,,,5.72,,,0.10
1586169028000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,,,
1586236183000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,,,,,,,,,,,,,,,,3.74,3.36,0.79
1586301955000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586368858000,,,,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,3.00,0.41
1586568529000,,,,,,,,,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35
1586635021000,,,,,,,,,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1586701369000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,,3.76
1586767741000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07,0.50
1586833705000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12
1586900049000,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1.60,2.07,0.23
1586966921000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41
1587033174000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,,,,,,,8.50,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.68,,
1587099968000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01
1587300847000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,0.34
1587434258000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24
1587501138000,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,,,,,,11.90,,,,,,,,,,,,4.32,,,,,4.17,,,,,2.60,,,,,,,,,1.18,,,,,,,,,,0.21,,,,,,,,,6.82,,,22.06
1587568237000,,,,8.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65,,,,,,,,,,,,,,,,,8.58,,,,,,,,,,,,,,,,,,,,,3.13,,3.00,1.01
1587634602000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,8.40,,,,,,,,,,2.04,,,,,,,0.91,,,,,,,,,,,,0.20,,,,,,,,,,,,
1587701744000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.42,0.12,,,,,,,,3.52,,,,,,,,,,,,,,,,,,,0.41,,,1.39
1587768625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,1.76,,,0.62
1587836062000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,,,,1.21,,,,,,,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,,,18.00,,,,,,,,,,2.60,,,,,,,2.43,,8.71,,,,,,,,,,,,,,,,,,,,,,5.52
1587902337000,,,,,,,,,0.22,,,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,,,,,0.26
1587969951000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,,1.00,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,8.40,,,,,,,,,,,,,,,,2.20,,,,,,2.85
1588036978000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17
1588104246000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,1.39
1588170340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91
1588237076000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1588305064000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12
1588371539000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
1588438821000,,,,,,,,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,5.14
1588506516000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99
1588572377000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,1.02
1588638430000,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57
1588705743000,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588839881000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1588906152000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49
1588972800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
1589040204000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,0.28
1589107927000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589174391000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24
1589241093000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1589308656000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,
1589375621000,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
1589442351000,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18
1589509055000,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,5.46,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51
